Move Horizontal,Move Vertical,Look Horizontal,Look Vertical,Jump,Grab,Rotate,Speed
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,-15,0,0,0,0,
0,1,-15,0,0,0,0,
0,1,-15,0,0,0,0,
0,1,-15,0,0,0,0,
0,1,-15,0,0,0,0,
0,1,-11,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,1,0,
0,1,12.5,90,0,0,0,
0,1,-31.4,0,0,0,1,
0,1,0,0,0,0,0,
0,1,0,-45.9,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,1,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,1,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,-75,1,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,-10,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,-10,0,0,0,0,
-1,1,0,0,0,0,0,
-1,1,0,0,0,0,0,
-1,1,0,0,0,0,0,
-1,1,0,0,0,0,0,
-1,1,0,0,0,0,0,
0,1,-27.2,0,0,0,1,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,-113,104,0,0,0,
0,1,0,0,0,1,0,
0,1,-150,-60,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,1,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
